word,sessions,clients
វរ្ម័ន,43,36
ភ្លៀង,43,36
ចារិក,43,33
ហ៊ុម,43,37
អូន,43,33
ជីវជាតិ,43,41
ខ្ទម,43,38
សម្បា,43,29
ថ្ពក់,43,36
មធ្យម,43,36
ប្រមាញ់,43,36
អង្គា,43,36
ប្រុស,43,37
ឃ្មាតខ្មី,43,29
ឃ្លៀង,43,34
សម្រាល,43,39
ម៉ាស្សា,43,33
ច្បាស់,43,38
គែម,43,34
បទុម,43,34
ក្បោះក្បាយ,43,25
កត្តិក,43,27
ព្រៀប,43,34
រួយ,43,29
បង្ខំ,43,29
ឧត្តុង្គ,43,40
ហិនហោច,43,40
របៀបវារៈ,43,38
វែង,43,39
វគ្គ,43,40
នាម៉ឺន,43,36
ទាញ,43,40
កម្មការិនី,43,26
អង្គុយ,43,38
ស្លឹង,43,37
វេញ,43,38
កំពប់,43,34
អនន្ត,43,34
ជម្រាល,43,36
វិបល្លាស,43,39
អយ្យការ,43,37
បបរ,43,34
សូទ្រ,42,27
វិនយ,42,30
ស៊ីញេ,42,31
ទាសករ,42,37
ចន្ទន៍,42,25
ញែក,42,36
ទោះ,42,31
ហនុមាន,42,37
បង្ខាំង,42,33
ឡាន,42,39
បង្វិល,42,37
មុំ,42,39
ភក្ដិ,42,34
អង្រួន,42,35
សំណេះសំណាល,42,30
រណ្ដាប់,42,29
តែង,42,30
ក្រហម,42,35
ល្អិត,42,34
និមិត្តសញ្ញា,42,30
រមិលគុណ,42,30
អូស,42,36
ជូត,42,27
រួស,42,39
មួល,42,26
លឹប,42,27
ហាក់,42,33
លត់ដំ,42,28
ស្រាប់,42,35
កង់,42,39
ឆុត,42,37
ប្រតិសកម្ម,42,28
វែក,42,34
គណនេយ្យករ,42,26
កិរិយាសព្ទ,42,38
សំងាត់,42,34
ថង់,42,34
បុព្វេ,42,34
ប្រស,42,39
អ្ហែង,42,32
រដូវ,42,36
ប៉ប្រិច,42,25
ផ្ដុំ,42,36
បញ្ចុក,42,32
ស្រមើ,42,24
បើក,42,36
ចំណោទ,42,34
បំភ្លឺ,42,36
សុភាពរាបសា,42,35
បដិភាគ,42,32
ឃ្លាន,42,28
រាម,42,31
គប់គិត,42,25
រលោង,42,40
ល្បង,42,33
មីង,42,31
កាតាលីករ,42,36
ប្រដាប់,42,40
គត់,42,34
ដោះស្រាយ,42,35
ដំណាច់,42,37
ល្មម,42,32
ជុំវិញ,42,30
ស៊យ,42,30
បក្ស,42,33
បួងសួង,42,33
តក់ស្លុត,42,39
សម្រប,42,37
យង់ឃ្នង,42,36
ឈ្នួល,42,37
សាមាន្យ,42,29
រលាស់,41,30
ស្ទុះស្ទា,41,29
ធញ្ញជាតិ,41,36
ប្រឆាំង,41,32
ឯកតោភាគី,41,33
ពន្លក,41,32
ស្វិតស្វាញ,41,32
ល្មើស,41,26
ជ្រេញ,41,35
ស្រឡាង,41,31
ឆាប់,41,31
ព្រលប់,41,31
ដើរលេង,41,21
កូរ៉ុម,41,26
រូបសំណាក,41,22
លួស,41,32
ពញ្ញាក់,41,34
ពោរ,41,34
ក្រោយ,41,31
គុណាធិបតេយ្យ,41,31
បៃតង,41,34
ឈោង,41,30
ផ្ដេក,41,24
ម្សិលមិញ,41,28
ប្រចក្ស,41,37
អហិង្សា,41,35
អប្ប,41,39
សន្សឹម,41,27
និទាន,41,37
សោក,41,34
កឋិន,41,34
អង្គាស,41,32
ទោចក្រយាន,41,34
គ្រវី,41,31
កង្វះ,41,34
ច្រក,41,35
រ៉ា,41,34
ឈ្នះ,41,32
អាង,41,30
សក់,41,35
ឧទ្ធម្ភាគចក្រ,41,30
សុរិយ,41,23
ទាល់,41,35
ទ្រាប់,41,34
ព្រឹទ្ធាចារ្យ,41,34
រសាត់,41,31
មមើ,41,28
វាំងនន,41,24
ជនានុជន,41,37
សមាស,41,39
រូង,41,36
ប្រហើរ,41,38
និកម្មភាព,41,33
ផែន,41,36
សោយរាជ្យ,41,37
បោកប្រាស់,41,31
វិសាមញ្ញ,41,34
លាយ,41,38
ទន្ទឹង,41,34
វន្ទីយ៍,41,37
ត្រពាំង,41,35
ជីវា,41,30
ចរណៃ,41,30
មាក់ងាយ,41,35
តក្ក,41,23
បន្សាំ,40,30
ថនិកសត្វ,40,29
ពលំ,40,35
អុកស៊ីសែន,40,25
ខាន់,40,31
បំណុល,40,37
នភាល័យ,40,31
ណ្ហើយ,40,30
ជ្រៀត,40,27
គំនាប,40,32
យថាកម្ម,40,28
រលួយ,40,24
ងាវ,40,33
មិត្រ,40,23
បង្រួម,40,25
ចាត់,40,33
គ្រិស្ត,40,35
ទិដ្ឋិ,40,25
ដាស់,40,33
បាតុកម្ម,40,32
ហុច,40,29
វាល,40,37
ប្រដៅ,40,32
បោក,40,32
វុឌ្ឍិ,40,34
ស្វះស្វែង,40,34
ពន់,40,30
ហ្ន,40,33
យារ,40,32
បិច,40,34
ថ្នូរ,40,36
ហែហម,40,27
ដាំ,40,33
ពីសា,40,10
ងារ,40,36
រហស្សនាម,40,16
សហគ្រិនភាព,40,25
ពាក្យស្លោក,40,32
អត្តនោម័តិ,40,33
ទុគ្គត,40,33
សច្ចំ,40,32
គីមី,40,28
ដំណែល,40,32
សេស,40,35
ផ្នត់,40,38
កាតាប,40,34
ព័ន្ធ,40,36
ទុកចិត្ត,40,32
កោះ,40,35
បាច់,40,34
និរតី,40,35
ពារ,40,33
កុន,40,27
រម្ងាប់,40,33
ស្រាបៀរ,40,24
រូតរះ,40,25
ឈ្នាប់,40,28
ព្រឹត្តិ,40,37
មច្ឆា,40,37
នានា,40,36
ញុះ,40,28
កិច្ចសន្យា,40,36
ម្រឹគ,40,36
បន្ទាយ,40,31
បោះបង់,40,28
អារ្យ,40,36
មាត្រា,40,35
សង្កាត់,39,37
ស្រុះ,39,33
ពន្លឹក,39,33
ទ្រុឌ,39,35
ប្រិច,39,22
វេទ,39,34
ទុព្វលភាព,39,34
ពិណ,39,31
សប្ដ,39,32
សំនៀង,39,27
គណៈប្រតិភូ,39,30
ទីនាំង,39,34
ស្ទាត់,39,33
ក្រែងលោ,39,31
ឥន្ទ្រិយ,39,38
អាល់កុល,39,13
អុក,39,30
មូលវិចារ,39,27
ប្រគេន,39,33
កេសា,39,37
ឈ្ងៀម,39,29
លាន,39,33
ក្រមុំ,39,31
សាមីខ្លួន,39,34
អាយ,39,37
ភោគ,39,33
ឱរា,39,31
ហិល,39,38
បំផុត,39,28
គណិតវិទ្យា,39,29
គំហក,39,23
ទ្រង់ទ្រាយ,39,30
ជនជាតិ,39,33
កំណើន,39,33
ប្រុង,39,29
រាតត្បាត,39,32
វេរា,39,29
ស្ទះ,39,28
ស្លា,39,34
បំភ្លេច,39,33
ប្រជាសាស្ត្រ,39,33
ក្រឡ,39,33
ស្មៀន,39,31
ទ្រឹង,39,26
ស្ងប់,39,34
អាល,39,30
កន្តើយ,39,30
សន្ធាន,39,31
ចៅហ្វាយ,39,34
ប៉ុនប៉ង,39,33
ដោយឡែក,39,26
តាមដាន,39,22
និមិត,39,23
ក្រញាង,39,21
វាស់,39,37
ផ្សាយ,39,36
ឃ្មឹក,39,24
ពន្លា,39,32
ចំណាប់,39,34
លោហិត,39,29
រក្ស,39,30
របា,39,30
អភ័យ,39,32
មជ្ឈការ,39,34
សួន,39,31
បញ្ញាញាណ,39,30
លៀង,39,31
សូត,39,30
ប្រមាទ,39,33
ប្រសាទ,39,33
ប្រមាត់,39,25
មូលធននិយម,39,25
ជំពាក់,39,29
ព្យុះ,39,33
សុទ្ធតែ,39,32
បទបញ្ជា,39,33
អមរ,39,26
វិហារ,39,29
តឹង,39,35
ញោះ,38,27
ទំនើបកម្ម,38,36
ព្រួយ,38,25
ជីវៈ,38,35
ដង់ស៊ីតេ,38,27
ស្បៀង,38,34
មាឌ,38,29
ចំបែង,38,23
ប្រស្រ័យ,38,35
ឈ្មុសឈ្មុល,38,35
ជ័យលាភី,38,24
កញ្ជះ,38,26
ច្រឡឺម,38,24
សិក្ខាបទ,38,32
គាថា,38,29
វិសយ,38,27
សោហ៊ុយ,38,33
ឧបនិស្ស័យ,38,34
តម្លា,38,32
អាមាត្យ,38,32
កតិកា,38,24
ខន្ធ,38,26
ចន្ទ្រ,38,22
ពាន់,38,30
សូរ្យ,38,31
ដាស់តឿន,38,35
រាស់,38,18
ធម្មជាត,38,28
កាកសំណល់,38,26
រោគា,38,32
ឆ្កឹះ,38,32
ផុត,38,25
រែក,38,32
នរបតី,38,21
ការ៉េ,38,33
ក្រៀក,38,16
ក្សត្រ,38,32
ស្រពេចស្រពិល,38,32
ទ្រហោ,38,29
រលុង,38,32
រោង,38,27
អាណា,38,35
អំពាវ,38,35
បង្អស់,38,32
ថ្នាំ,38,33
ពង់,38,37
រង្វង់,38,30
កណ្ដួយ,38,33
ខុទ្ទកាល័យ,38,33
ផ្អែម,38,34
សន្លាង,38,24
រន្ទា,38,31
ខែល,38,33
អហោសិកម្ម,38,26
អ្នកឧកញ៉ា,38,7
ទុគ៌ត,38,31
គ្រោត,38,21
យុត្តិសាស្ត្រ,38,29
ស្នង,38,34
អាជ្ញាសឹក,38,20
កាក់,38,27
កញ្ចាស់,38,23
ស្វ័យប្រវត្ត,38,35
ប្រសិទ្ធី,38,31
គគី,38,18
ពនេចរ,38,30
នាវិក,38,35
បក្សី,38,33
វន្ត,38,27
ពិរុទ្ធភាព,38,29
យួន,38,36
ហេវ,38,33
សន្ធឹង,38,33
គ្របគ្រង,37,27
ត្រង,37,32
ភោជនីយ,37,29
ឧត្តរ,37,31
បង្កក,37,29
សំប៉ាន,37,25
ពុំងា,37,27
ស្មាន,37,32
សំណាញ់,37,31
ខ័ន,37,26
សុមនា,37,21
រដ្ឋប្បវេណី,37,25
ល្មោភ,37,29
តង្វាយ,37,33
បច្ចេកវិទ្យាព័ត៌មាន,37,28
បំព្រង,37,30
ឈ្មួញ,37,32
ស្អិត,37,30
អនុរក្ស,37,27
ស្រែក,37,29
កាយសម្បទា,37,32
កែសម្រួល,37,29
ទង់ជាតិ,37,29
ទីប្រឹក្សា,37,31
តុលា,37,33
កន្ទោង,37,32
ឡូឡា,37,30
បដិបក្ខ,37,32
សុនក,37,30
ព្រឹក,37,29
សេះ,37,28
សហព័ទ្ធ,37,28
បច្ចេកវិជ្ជា,37,31
កាច,37,30
ប៉ប៉ាច់,37,10
សម្មា,37,34
មហេសី,37,32
កល្ប,37,31
ស្វិត,37,31
ទៀន,37,28
ច្បង,37,36
ហែង,37,29
កម្សួល,37,24
ឥទ្ធិ,37,31
សីហា,37,33
ការិយបរិច្ឆេទ,37,32
សន្និវាស,37,33
លៀប,37,28
មូលធនមនុស្ស,37,31
បង្គរ,37,30
គគ្រិច,37,32
ម៉ាំ,37,30
ឃ្វាល,37,29
រាក់,37,34
ព្រហើន,37,29
រែង,37,30
សារពើពន្ធ,37,33
ស្រលះ,37,27
ក្ដារខៀន,37,32
មាតុភូមិនិវត្តន៍,37,30
ប្រឹង,37,33
លាយឡំ,37,30
ដួង,37,28
អត្តពលិក,37,30
ល្បើក,37,32
ខ្នុរ,37,30
ចំពាក់,37,14
គ្រលុក,37,17
អដ្ឋ,37,31
អន្ទះអន្ទែង,36,24
ទាសី,36,34
គ្រិស្តសករាជ,36,33
ពាន,36,34
ស្លុត,36,24
មើល៍,36,30
រប៉ាត់រប៉ាយ,36,29
នរក,36,31
សសៀរ,36,21
សោកស្ដាយ,36,26
កំបោរ,36,13
យោនី,36,32
ប្រឡូក,36,21
ល្ហ,36,34
អម្រែក,36,30
សច្ចាប្រណិធាន,36,33
ប្រព្រឹត្តិកម្ម,36,26
ប្រទានកម្ម,36,23
សម្លៀក,36,34
អនុត្តរភាព,36,24
បិណ្ឌ,36,33
ងក់,36,30
ស្រាល,36,30
អង្គញ់,36,28
ដំណាំ,36,34
ពេស្យា,36,23
សំណង់,36,29
ចន្ទល់,36,29
តក់,36,31
ធ្វេស,36,35
វារី,36,32
បាច,36,29
ខ្ជីខ្ជា,36,28
រូបី,36,32
សនិទានភាព,36,29
អព្ភន្តរញ្ញាណ,36,26
សហសេវិក,36,22
ស្រទាប់,36,30
ហ៊ឺ,36,27
ជំពូក,36,27
ថ្មើរជើង,36,35
តោក,36,26
ទសពិធរាជធម៌,36,30
ក្រអូប,36,30
លោភៈ,36,28
ឆ្នេរ,36,30
កំណាញ់,36,34
ហទ័យ,36,24
ក្រេប,36,32
ឯកជន,36,28
សំពត់,36,35
ខ្ចោះ,36,28
លិខិតបទដ្ឋាន,36,13
ភូមិន្ទ,36,29
ស្ត្រេស,36,29
មរណា,36,33
កន្ត្រ,36,24
ទស្សនិកជន,36,32
ចំណង,36,32
ស្រូវ,36,31
កុសលកម្ម,36,31
ធ្មេញ,36,34
កោសល្យ,36,30
សាន្ត,36,29
ស្មុំ,36,10
ប្រៀន,36,26
នាវា,36,27
រម្ងាស់,36,26
ពោងពាយ,36,29
ស៊ុម,36,24
ត្រោស,35,23
រំពាត់,35,26
និវេសនដ្ឋាន,35,32
ដប់,35,28
សម្រុក,35,22
ឧទ្ធរណ៍,35,31
ធុង,35,27
ថ្លោស,35,25
ទ្រនាប់,35,32
បន្តោង,35,28
គតិបណ្ឌិត,35,30
ល័ក្ដ,35,29
ក្រសែ,35,23
លេខាធិការ,35,29
បក់,35,28
ឆមាស,35,22
អប់,35,32
មើម,35,27
ចរកជន,35,27
តួលេខ,35,30
រដ្ឋសភា,35,33
សារណា,35,27
មឈូស,35,30
ព្រឹទ្ធ,35,32
ឥសី,35,30
តារាង,35,32
ត្រូវការ,35,19
ពោធិ,35,32
ផ្ចិតផ្ចង់,35,33
ក្រើន,35,28
ព្រហាម,35,27
ស្រែ,35,33
បដិប្បញ្ញត្តិ,35,11
សង្ឃទាន,35,26
ចារី,35,24
កាឡៃ,35,27
ប្រះ,35,32
ធុញ,35,28
ពិភាល់,35,31
នីត្យានុកូល,35,28
ស៊ប់,35,32
តួយ៉ាង,35,32
របប,35,33
បត្យាប័ន,35,29
ឆ្នាស,35,26
អណ្ដាត,35,32
ទ្រគោះ,35,23
ឧក្រិដ្ឋជន,35,23
ហាសិប,35,17
ឡាយ,35,17
ស្រៈ,35,25
រុត,35,32
លើកកម្ពស់,35,30
គជ់,35,25
សញ្ជ័យ,35,28
ឆាន់,35,32
សន្ធឹកសន្ធាប់,35,30
សកលវិទ្យាល័យ,35,30
រុះ,35,33
គន្លាក់,35,31
ហួស,35,31
ផ្ទុះ,35,25
ជម្ពូ,34,29
អនក្ខរជន,34,30
ចចាមអារ៉ាម,34,26
កក្រើក,34,27
អង្កាល់,34,28
ពិឃាដ,34,28
ច្រៀប,34,24
នាហ្មឺន,34,26
ថ្ពាល់,34,29
ឃាតកម្ម,34,22
ឯកត្តជន,34,29
អាហារដ្ឋាន,34,27
ថិរវេលា,34,30
ឯកវចនៈ,34,21
ទំនិញ,34,32
បណ្ដាក់,34,30
ប្រមឹក,34,25
បារ,34,31
ទណ្ឌ,34,27
សិទ្ធិការ្យ,34,25
រនោច,34,28
ធ្លុះ,34,27
ប្រិមប្រិយ,34,29
ប្រហែល,34,28
អយុត្តិធម៌,34,28
ម្ជូរ,34,34
សំយាប,34,26
ឧបជ្ឈា,34,31
សនិទាន,34,27
តិចតួច,34,31
ដង្ហោយ,34,22
អច្ឆរា,34,27
ចង្វា,34,28
យាយ,34,33
កាក,34,26
អង្គហេតុ,34,27
លូតលាស់,34,29
បញ្ចកោណ,34,25
អង្រឹង,34,17
ឥន្ទ្រី,34,25
ស្កឹមស្កៃ,34,29
រាំង,34,29
ប្រប,34,30
ត្រកាល,34,29
បូព៌,34,29
ព្រែក,34,30
សមរ,34,29
ខ្នះខ្នែង,34,30
ស្មោកគ្រោក,34,23
ប៉ើង,34,26
កាន,34,29
ការពិត,34,31
វ៉ាលិស,34,25
ទៀង,34,31
សាដក,34,23
ស្រមោល,34,27
បន្លាច,34,21
ចង្កោម,34,28
ចម្ប៉ា,34,23
ដង្ហក់,34,24
អង្គរក្ស,34,20
មាន់,34,30
និយ័ត,34,32
ហ៊ីប៉ូតែក,34,19
កាច់,34,29
រឹតតែ,34,25
នុះ,34,24
ក្ដឹប,34,23
សាមីជន,34,8
រារែក,34,29
ផ្សង,34,24
ឡប់,34,30
ល្បាក់,34,32
សមាសធាតុ,34,20
មុជ,34,26
ហាត់,34,31
ម្ល៉ឹង,34,21
រៀបរៀង,34,30
ហ្វឹកហ្វឺន,34,31
យាត្រា,34,30
មូលហេតុ,34,25
សមាសភាគ,33,29
ភតិកៈ,33,25
ដេរ,33,31
កន្លាត,33,25
ភូម,33,27
របៀន,33,25
អារាធនា,33,24
គោចរ,33,29
ប្រយ័ត,33,28
បទានុក្រម,33,31
ទោមនស្ស,33,27
ភាគហ៊ុនិក,33,29
ស្រណុក,33,28
លេះ,33,27
ទោសោ,33,24
ខ្ជាក់,33,28
គុម្ពោត,33,27
លុះ,33,22
ទីទៃ,33,30
របត់,33,29
ប្រហោង,33,26
ខ្លា,33,27
ឆេវឆាវ,33,30
បំភ័ន្ត,33,29
ហាម,33,24
មេធាវី,33,19
ជាតិពន្ធុ,33,27
លេប,33,25
បាក់តេរី,33,24
បម្រាស់,33,26
ពាលី,33,28
ភឿន,33,29
និឃណ្ដសាស្ត្រ,33,20
ស្នូល,33,24
អ័ក្ស,33,29
ត្រឹម,33,29
តេជះ,33,22
សម្បែង,33,23
ផ្ចិត,33,26
មករ,33,25
គីឡូ,33,28
ខ្សោយ,33,28
ជំនួញ,33,29
ខ្លោច,33,25
រឿយ,33,27
ជាមួយនឹង,33,22
សំណៅ,33,29
សម្ញែង,33,25
ជុច,33,19
ដំណេក,33,30
